midfielder,defender,overall,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
0,0,69,2,3,49,65,60,69,65,73,67,52,58,72,79,73,78,68,75,74,60,86,61,65,81,53,65,66,66,69,57,60,50
0,1,69,2,3,66,34,59,65,35,65,60,38,43,64,75,79,67,65,76,40,76,72,54,35,65,71,59,46,47,58,64,67,70
0,0,69,3,3,67,68,77,67,66,67,60,63,66,63,79,83,74,65,69,71,82,72,71,64,80,48,65,68,59,64,46,38,41
0,1,69,2,2,63,21,53,64,21,57,35,30,59,61,82,80,86,63,85,56,74,82,42,28,58,63,43,37,36,65,66,70,66
1,0,69,3,3,62,66,66,69,59,69,63,56,67,68,70,71,72,65,68,70,68,72,74,67,65,64,66,69,56,65,59,65,64
0,1,69,3,3,73,48,56,65,40,64,64,56,61,68,72,71,70,66,72,66,73,72,61,51,65,68,58,59,53,65,63,65,68
0,1,69,2,3,64,52,59,70,62,71,63,34,64,68,82,86,82,69,72,59,69,72,67,50,72,64,65,66,44,69,59,68,65
1,0,69,3,2,44,42,62,71,37,62,47,37,64,67,59,57,49,58,47,63,59,76,86,53,70,59,49,65,48,53,75,69,63
1,0,69,4,3,68,61,65,69,66,65,63,54,71,70,74,72,65,66,63,75,59,76,70,72,55,62,62,70,62,55,64,63,63
1,0,69,4,3,66,62,48,59,58,70,52,56,59,71,81,81,70,67,60,62,93,67,72,65,52,45,69,70,62,63,41,41,39
1,0,69,4,3,40,73,73,65,71,69,21,69,40,71,75,71,46,70,65,77,60,69,48,67,55,16,74,70,75,65,49,33,29
1,0,69,3,3,68,54,37,69,65,69,64,70,65,70,74,73,80,68,74,68,40,61,64,64,50,31,68,71,58,67,33,27,25
0,0,69,3,3,29,73,77,66,62,64,60,32,54,65,68,59,60,64,35,67,67,70,75,53,70,17,66,50,68,61,33,16,21
0,1,69,3,2,67,21,44,66,30,59,43,29,60,62,77,72,76,66,71,36,54,90,78,30,68,62,53,60,43,64,64,63,64
1,0,69,3,2,62,64,70,68,66,60,70,68,67,65,61,60,56,68,54,79,69,92,84,70,80,71,71,66,52,70,70,69,67
1,0,69,3,3,65,68,68,64,52,72,46,49,55,70,78,79,80,67,55,70,53,71,58,68,50,18,68,66,69,53,25,19,15
0,0,69,3,3,43,70,66,59,65,64,56,61,46,67,67,73,69,69,58,68,64,72,79,59,70,21,72,61,71,64,24,23,29
0,1,69,3,2,33,27,66,55,36,42,40,45,59,45,58,52,50,58,45,60,74,71,80,44,69,71,31,35,59,64,69,70,70
0,0,69,3,3,66,64,49,68,64,69,63,65,61,67,69,71,81,70,81,64,59,86,63,63,56,58,64,69,68,66,51,48,46
0,1,69,2,2,23,21,74,51,23,33,24,29,56,55,52,61,41,68,51,33,82,62,80,20,65,67,25,32,34,52,66,67,66
1,0,69,4,3,55,52,46,74,57,65,53,70,66,71,70,69,70,61,66,60,61,82,66,61,58,70,66,64,72,56,59,56,58
0,0,69,5,4,60,50,51,68,71,75,54,56,51,76,82,81,70,76,67,72,55,60,71,67,51,24,77,55,67,72,26,14,13
0,1,69,3,2,57,52,76,62,49,44,51,55,61,51,56,59,45,67,61,53,62,59,90,44,49,55,31,44,62,60,70,72,74
1,0,69,3,3,70,62,56,72,63,67,66,62,75,68,70,73,76,62,62,67,71,68,52,56,45,59,67,71,74,73,29,50,46
1,0,69,3,3,65,64,63,63,56,69,55,48,58,68,82,90,76,66,65,68,82,77,67,61,57,26,64,62,58,68,42,32,21
1,0,69,3,3,55,67,64,69,68,68,69,72,71,70,66,70,63,64,60,75,46,67,62,74,69,46,70,66,68,67,34,48,45
0,1,69,3,3,68,34,62,64,44,66,50,46,62,66,78,74,72,68,76,64,70,82,63,65,40,65,56,67,48,64,66,65,65
1,0,69,3,2,55,48,58,71,37,65,42,48,67,69,36,33,58,70,60,65,32,85,68,62,67,71,58,65,57,68,70,68,62
1,0,69,3,3,70,55,60,72,71,64,59,64,69,72,60,64,59,68,74,65,38,75,68,66,61,51,68,70,61,65,52,63,58
1,0,69,4,3,66,62,71,67,60,73,67,56,60,70,78,70,83,76,82,62,60,64,57,54,60,65,65,64,66,70,10,38,40
1,0,69,3,3,65,61,60,68,56,66,70,46,60,73,79,76,84,68,84,69,68,71,64,49,69,57,66,64,60,69,40,66,61
0,1,69,3,2,30,20,75,59,29,37,30,32,56,48,58,55,51,66,62,40,71,62,77,25,58,71,39,32,37,58,71,71,65
0,0,69,4,2,31,73,76,59,66,47,54,39,33,69,50,52,46,69,53,74,60,72,78,66,78,18,76,45,63,70,30,33,16
0,0,69,3,2,42,72,70,60,65,61,51,32,41,66,52,56,55,63,50,71,53,64,89,62,55,20,70,51,66,58,32,22,16
0,1,69,3,2,32,34,71,61,24,42,22,32,51,62,48,50,57,59,52,49,72,69,81,36,75,58,32,35,40,62,72,71,62
0,1,69,3,3,68,42,58,65,56,72,62,61,64,67,69,76,73,69,62,74,64,80,71,46,76,66,62,52,60,57,64,73,64
1,0,69,4,3,61,57,63,74,55,67,58,56,69,70,70,71,64,68,77,60,62,74,58,59,64,64,61,65,57,64,57,68,66
0,1,69,3,2,28,30,67,41,24,53,30,30,26,60,46,46,31,58,31,35,49,59,90,26,72,70,23,30,39,65,74,69,65
0,0,69,3,3,61,76,59,62,58,75,59,55,47,68,83,82,72,52,84,83,60,54,51,67,46,29,72,57,63,59,40,41,34
1,0,69,3,3,64,64,46,61,63,70,54,56,53,69,91,88,74,67,73,74,71,69,64,64,59,41,65,57,50,64,37,38,29
1,0,69,5,3,66,65,45,67,54,69,53,57,62,67,85,90,68,56,77,65,52,64,58,62,62,25,63,60,56,60,22,27,30
0,1,69,3,2,73,68,60,68,70,69,74,78,68,69,66,67,65,60,70,75,68,71,73,73,55,65,58,60,74,65,69,70,70
1,0,69,3,3,71,62,61,68,56,67,67,75,70,71,76,75,68,62,71,62,72,85,74,64,66,70,61,64,73,64,65,62,64
0,0,69,4,3,66,61,55,65,66,71,70,62,60,72,87,80,78,66,65,67,62,63,58,62,51,61,63,62,65,60,47,51,50
0,1,68,3,2,36,21,69,66,31,43,37,34,52,61,53,54,42,59,42,49,71,62,79,28,63,66,25,39,46,63,65,68,62
1,0,68,4,3,69,54,60,64,51,74,72,43,43,72,78,81,79,63,68,70,63,71,70,68,53,20,62,57,54,54,40,25,20
1,0,68,3,2,49,31,67,66,30,59,49,30,60,63,79,81,68,64,66,49,72,80,78,33,80,69,43,44,29,59,66,69,72
1,0,68,4,3,50,62,44,67,45,70,50,45,59,71,78,73,79,62,80,66,59,66,53,62,31,28,67,60,62,60,20,15,21
0,0,68,2,4,59,59,39,63,57,70,68,54,51,68,84,79,89,65,72,61,55,80,45,66,54,37,66,60,50,67,55,64,66
0,1,68,4,3,67,44,58,61,39,70,58,53,60,69,81,81,78,63,78,63,72,66,60,45,63,62,53,55,56,63,65,67,68
1,0,68,3,3,58,65,49,69,55,67,59,57,67,68,68,67,73,66,73,66,52,67,60,61,45,32,68,69,53,62,44,47,56
0,0,68,4,3,60,65,69,62,63,64,64,55,55,63,65,68,52,64,53,74,53,86,82,65,45,27,70,55,69,57,18,29,32
1,0,68,3,3,61,51,62,75,41,67,44,46,72,69,67,69,68,63,74,61,68,72,67,48,68,59,57,63,53,67,65,67,62
1,0,68,3,3,50,43,54,68,56,59,58,63,67,64,65,60,67,73,66,66,63,78,63,55,70,63,56,64,42,62,64,68,59
0,1,68,4,3,69,55,44,71,51,70,67,66,57,71,74,71,77,65,91,70,76,73,72,54,83,59,59,54,60,59,70,70,65
0,1,68,4,2,38,22,66,65,21,48,26,20,57,59,65,65,49,62,48,39,75,70,69,25,72,66,22,41,24,58,64,70,66
0,1,68,2,3,60,36,57,65,28,70,41,38,52,69,85,83,84,66,74,45,74,74,57,33,64,60,56,52,42,64,66,66,63
1,0,68,3,2,46,52,59,66,41,62,39,47,64,67,59,64,66,65,69,47,76,72,68,46,58,64,51,62,48,64,73,70,68
0,1,68,3,2,67,36,61,66,36,57,57,38,67,65,72,69,63,56,75,47,75,77,63,42,63,64,53,42,47,63,67,72,68
0,0,68,3,4,62,61,51,70,48,74,65,42,66,70,82,79,73,64,80,60,67,72,56,56,62,43,67,72,47,67,47,44,38
1,0,68,3,3,56,54,45,74,49,65,64,61,68,73,67,71,70,62,71,63,56,79,62,58,59,54,56,70,53,64,58,50,52
0,0,68,3,3,58,66,49,58,59,72,61,40,43,68,71,84,72,69,60,71,60,75,72,61,31,16,72,46,56,66,21,13,13
0,1,68,3,2,73,20,65,70,38,55,59,36,52,65,76,77,68,61,71,41,57,57,61,42,51,58,48,37,40,53,64,69,70
0,1,68,4,2,58,46,72,61,42,60,46,37,60,67,82,77,82,66,71,57,80,76,69,54,64,62,38,52,35,58,63,68,66
0,1,68,4,2,37,30,66,60,29,48,31,33,43,58,52,67,51,59,52,55,72,65,83,39,75,65,33,33,47,57,63,67,68
0,1,68,3,2,36,29,65,61,32,41,46,29,62,49,78,78,57,63,52,54,75,74,80,49,68,63,34,29,52,56,67,68,65
0,1,68,3,3,67,44,65,65,38,66,62,39,64,62,83,79,78,62,79,58,65,82,57,47,57,64,62,58,46,58,61,65,64
1,0,68,4,3,70,58,54,69,58,68,65,56,63,67,67,71,67,65,74,61,61,81,68,54,44,55,58,63,30,64,63,58,48
0,1,68,2,2,66,28,60,68,27,63,48,36,45,68,73,71,63,65,62,39,82,66,58,33,79,68,60,41,42,55,59,68,66
1,0,68,3,3,61,67,59,60,59,73,63,69,66,68,88,80,81,56,56,68,64,65,67,65,63,45,60,64,59,57,49,35,28
1,0,68,4,4,52,63,55,60,59,74,58,43,51,72,89,89,91,61,87,65,95,67,54,61,46,17,67,57,54,63,34,35,29
1,0,68,4,4,65,62,31,65,70,69,74,72,55,68,78,75,77,69,73,67,46,65,70,63,42,34,63,66,65,72,22,20,24
0,0,68,3,3,42,68,66,61,59,65,41,38,53,65,75,74,84,64,69,66,89,71,71,54,75,49,68,55,63,63,20,46,41
0,1,68,4,2,69,34,45,65,35,63,48,44,62,62,76,74,65,59,73,59,62,82,69,55,45,61,59,49,38,57,67,68,66
0,1,68,5,2,16,17,67,46,21,21,29,16,39,48,65,63,66,55,65,30,70,68,67,21,72,66,19,19,23,55,72,72,71
1,0,68,4,3,73,63,35,59,48,75,62,55,53,69,73,76,74,60,75,63,42,63,44,64,37,40,55,68,49,55,34,40,38
1,0,68,2,2,43,43,63,69,31,63,40,40,67,66,62,64,68,64,74,47,81,90,66,55,66,68,63,64,42,64,61,63,61
1,0,68,2,3,54,60,43,69,54,74,64,66,65,73,72,69,66,62,73,67,46,62,40,58,39,24,64,69,62,56,36,44,31
1,0,68,4,4,63,64,53,59,55,70,60,55,53,69,84,89,82,60,62,58,73,84,67,64,83,38,58,64,53,64,30,45,43
0,1,68,4,2,34,23,59,66,34,51,25,32,45,58,51,57,47,68,57,43,71,62,74,24,60,72,23,31,40,50,66,67,68
0,1,68,3,3,65,43,48,65,46,70,55,37,62,68,85,85,85,62,87,58,90,79,58,34,64,63,68,63,41,60,65,63,60
1,0,68,3,3,54,63,51,65,65,73,62,38,39,69,92,91,93,63,92,65,80,68,42,60,45,21,63,61,62,67,50,21,14
1,0,68,3,2,51,50,63,69,45,60,41,46,59,62,73,68,65,64,54,67,80,72,75,52,71,65,60,58,45,58,65,75,63
1,0,68,3,3,54,59,39,68,50,68,53,43,67,72,76,72,71,57,68,54,57,70,66,49,44,40,65,69,49,64,40,44,39
1,0,68,3,2,56,62,68,73,48,62,54,54,68,64,68,70,68,69,64,69,57,72,63,59,71,62,58,68,63,64,64,65,65
0,0,68,3,2,40,74,68,58,68,55,59,52,44,63,52,62,53,59,72,75,47,74,80,66,62,20,69,55,70,61,36,19,15
0,0,68,3,3,56,69,61,62,54,68,66,42,44,65,74,82,69,65,64,69,63,68,87,65,47,25,62,64,66,73,12,13,20
1,0,68,3,2,51,53,67,68,51,64,55,51,63,66,63,65,60,64,61,58,61,68,77,63,68,66,51,67,50,64,62,69,67
0,0,68,3,2,63,68,75,50,71,67,54,43,48,61,58,67,62,67,52,76,67,65,75,61,66,44,66,55,61,59,38,41,43
0,1,68,3,2,47,30,61,63,35,49,38,32,56,64,49,66,52,68,48,46,51,60,77,33,61,68,38,54,36,66,70,69,67
0,1,68,3,3,70,56,58,66,48,69,51,55,63,67,77,75,76,57,70,73,59,84,74,60,62,44,60,68,46,64,50,53,48
0,1,68,3,3,62,35,53,66,25,67,26,28,65,65,75,71,74,63,64,33,62,84,76,30,61,60,55,41,39,55,72,66,64
0,1,68,3,3,62,60,50,66,36,66,65,63,65,68,65,67,73,67,72,63,63,77,62,62,64,65,64,69,66,61,60,66,60
0,0,68,3,3,55,64,65,59,63,68,62,57,50,66,78,76,71,68,74,70,65,61,71,64,70,31,68,58,68,63,50,27,22
0,1,68,2,2,52,53,69,73,47,67,53,62,64,70,68,69,68,62,64,63,68,68,69,56,65,65,52,58,57,52,67,64,68
0,0,68,3,3,42,69,65,57,63,61,47,31,43,66,58,67,58,67,54,76,65,54,72,62,60,23,68,51,64,55,20,14,23
1,0,68,3,3,59,56,35,64,55,73,53,35,49,69,87,87,78,64,76,60,53,69,43,54,34,25,60,58,56,49,21,24,30
0,1,68,4,2,68,53,59,65,39,64,36,41,55,66,79,80,62,70,64,60,41,64,66,59,59,65,58,59,44,53,66,67,63
0,1,68,2,2,40,25,68,58,25,30,24,29,60,54,56,59,43,55,50,53,77,66,75,50,72,64,29,26,49,59,69,69,67
0,1,68,4,2,26,29,65,61,36,36,29,22,59,47,71,79,44,60,45,49,78,68,75,27,72,67,26,37,41,52,64,68,65
1,0,68,3,3,63,58,46,64,48,71,54,48,55,68,89,86,90,59,74,60,55,74,35,45,45,35,59,59,45,60,24,31,32
1,0,68,2,3,49,38,58,64,42,72,44,41,58,68,69,64,65,66,73,58,86,80,75,47,83,70,53,50,50,64,65,70,66
0,1,68,2,2,35,25,69,52,45,49,34,32,54,55,41,41,32,61,37,61,63,64,83,24,73,63,26,29,42,51,66,71,70
0,0,68,3,2,60,67,56,67,49,72,48,35,65,72,73,69,73,66,71,74,64,69,85,70,32,16,64,60,54,59,49,13,19
0,1,68,3,2,34,31,67,56,37,48,42,73,51,54,51,60,50,64,49,84,87,63,77,70,69,62,33,36,57,71,65,69,70
1,0,68,3,2,61,65,63,66,56,60,64,55,72,65,64,65,65,67,60,69,64,69,67,67,64,69,67,59,48,62,65,66,62
1,0,68,4,3,69,68,55,66,69,75,58,53,51,69,78,77,82,65,80,63,65,71,49,63,31,16,66,59,60,60,29,25,24
1,0,68,3,3,55,55,42,70,49,71,61,55,67,70,76,72,76,61,84,70,64,52,41,60,66,58,58,68,58,56,40,55,49
0,1,68,3,3,67,52,48,67,30,66,52,37,58,68,73,76,76,55,70,46,67,78,72,36,62,58,69,54,40,50,67,68,65
1,0,68,2,3,42,72,48,68,49,73,50,61,59,69,65,62,77,58,82,71,77,60,57,66,27,20,57,71,40,61,37,28,37
0,1,68,4,3,60,59,51,67,53,72,55,58,65,70,80,79,59,59,80,64,55,65,72,57,78,31,57,65,63,64,60,54,50
0,1,68,3,2,58,51,65,63,34,68,42,28,60,63,67,73,67,65,65,51,71,73,66,37,68,66,54,53,49,57,68,73,71
0,1,68,3,3,64,37,56,62,28,68,45,31,53,66,70,77,66,63,68,41,64,80,77,33,63,65,48,45,34,52,60,68,66
1,0,68,3,3,58,50,61,69,38,68,53,37,68,68,71,68,84,70,69,70,93,79,72,60,75,66,58,66,45,69,64,67,71
1,0,68,3,3,62,62,54,67,59,70,72,74,71,72,66,68,73,57,73,72,69,68,64,73,58,56,63,68,42,65,58,59,56
0,0,68,3,3,34,70,60,54,66,66,55,69,34,67,72,73,58,59,56,71,75,76,82,59,83,19,68,67,68,56,27,24,26
0,0,68,4,3,58,69,66,63,56,66,58,44,54,64,65,69,65,65,70,74,78,75,77,72,67,24,61,55,65,64,44,42,37
1,0,68,3,4,64,54,45,62,48,75,69,60,59,75,77,81,80,61,79,64,66,66,52,50,50,35,58,65,55,68,29,41,40
1,0,68,3,4,53,59,50,62,54,77,69,45,59,73,84,75,85,64,92,55,82,70,49,57,61,44,54,63,43,69,34,40,39
0,1,68,4,2,58,40,63,68,31,63,55,54,64,64,63,64,52,65,47,78,68,73,83,62,78,64,39,61,50,65,63,66,64
0,0,68,2,4,67,52,40,66,60,75,67,50,60,72,85,77,80,62,70,69,33,64,65,56,42,22,58,68,46,58,27,23,23
0,1,68,3,2,34,60,72,63,38,40,27,28,51,39,64,67,69,66,67,48,77,75,72,42,76,67,59,42,35,58,66,69,61
1,0,68,3,3,39,35,68,67,27,60,42,31,63,65,50,50,64,58,43,47,55,74,72,29,73,66,34,57,38,54,70,70,63
1,0,68,4,3,60,52,44,73,55,70,60,64,68,74,76,72,91,70,91,67,45,81,53,53,63,49,57,62,63,62,57,55,43
0,0,68,4,2,44,70,65,62,66,63,51,42,50,66,71,68,66,64,68,69,70,74,71,65,54,24,69,58,65,67,38,22,20
0,1,68,4,2,23,32,79,53,22,45,39,61,49,58,36,42,33,58,38,71,38,53,90,61,65,63,23,26,38,63,69,69,65
1,0,68,4,4,64,64,47,69,54,69,68,76,64,67,71,75,90,53,72,63,69,83,66,64,58,43,58,68,56,69,48,57,53
1,0,68,3,2,49,52,64,70,36,65,41,43,61,71,75,74,70,70,68,61,65,83,73,56,71,68,62,62,52,68,64,65,60
1,0,68,3,3,59,56,44,63,33,71,59,52,58,63,91,87,83,55,77,64,83,82,50,51,54,54,64,61,37,64,51,41,37
1,0,68,3,3,60,56,59,70,44,67,52,46,68,68,68,70,74,64,80,58,78,79,61,58,57,67,62,66,47,60,69,66,62
1,0,68,3,3,49,54,60,70,49,62,58,38,64,68,74,75,68,73,75,59,63,93,70,59,78,66,52,66,43,75,58,68,63
1,0,68,3,4,54,61,32,59,51,73,61,47,57,72,87,81,85,68,79,65,32,66,64,61,60,25,63,60,60,62,51,40,35
0,0,68,4,3,47,71,69,63,61,66,52,46,44,67,67,71,63,65,48,64,79,72,72,58,51,24,68,65,67,66,31,23,21
1,0,68,2,3,67,42,54,73,56,65,55,69,69,71,67,69,64,57,63,72,64,85,60,70,58,68,58,60,52,64,63,66,61
1,0,68,3,3,63,49,59,74,39,67,50,42,72,70,62,54,62,66,68,57,62,61,63,46,61,55,67,71,49,57,50,58,58
1,0,68,2,2,48,44,68,66,39,56,46,42,63,61,54,53,49,64,48,63,57,91,83,47,71,69,44,55,49,62,68,66,62
1,0,68,3,3,68,62,57,69,48,65,67,63,65,67,72,76,78,65,75,68,71,87,61,66,75,67,66,65,66,65,63,66,59
0,1,68,3,2,59,45,48,71,25,56,32,34,66,62,70,85,77,64,76,49,79,86,62,40,68,66,50,43,36,49,61,66,61
1,0,68,3,3,63,59,55,73,56,66,64,57,68,69,72,66,77,70,75,61,66,67,49,61,55,59,58,66,57,67,58,56,53
0,1,68,3,3,66,66,40,68,36,71,41,35,50,70,78,78,76,60,77,60,63,73,58,40,40,41,63,59,50,53,45,36,39
0,0,68,4,2,52,70,66,56,65,64,58,67,42,67,70,75,61,58,63,73,55,68,75,68,52,17,64,52,71,48,18,21,17
0,0,68,3,3,62,76,61,69,55,72,38,70,35,66,75,72,61,64,68,54,64,65,52,57,35,15,70,66,71,59,38,25,28
0,0,68,3,3,71,67,58,62,54,72,50,40,59,72,79,79,84,58,69,68,67,72,70,62,44,32,67,51,62,64,21,41,24
0,1,68,3,2,53,18,65,60,23,41,25,26,55,47,57,61,40,50,68,38,69,68,76,18,66,71,46,17,40,62,66,73,72
1,0,68,4,3,66,54,47,68,62,71,70,70,55,69,77,68,82,64,76,73,71,61,51,71,54,38,61,64,59,56,41,24,20
1,0,68,3,3,51,62,58,69,46,65,53,52,68,68,67,66,73,64,72,63,64,75,70,61,62,63,65,68,64,64,62,64,61
0,1,68,3,2,60,16,65,55,28,41,30,25,60,59,62,65,49,62,60,53,79,72,75,24,77,65,24,35,39,56,59,71,68
1,0,68,2,3,57,45,54,73,43,65,69,75,69,69,66,69,78,62,82,60,55,74,59,56,53,57,58,72,56,58,56,59,54
0,1,68,4,2,46,38,70,60,21,55,44,30,62,62,73,63,70,63,64,37,80,83,79,34,80,56,36,49,39,60,62,71,66
1,0,68,3,3,62,32,51,67,34,65,42,39,65,64,76,69,73,68,84,45,74,84,64,37,76,67,55,53,42,57,63,70,69
0,1,68,3,2,28,17,73,57,24,46,30,26,32,52,67,51,43,65,45,32,82,82,84,21,61,59,28,30,32,57,69,70,65
1,0,68,4,3,70,61,40,66,55,71,81,72,51,68,85,79,79,60,75,69,69,64,60,61,41,27,61,63,64,60,30,25,26
1,0,68,3,3,54,60,37,65,50,68,60,66,60,68,81,74,86,60,92,64,81,59,33,66,53,20,62,67,57,56,35,21,16
0,1,68,3,2,56,44,72,64,36,55,55,27,61,58,58,65,55,49,44,66,72,77,73,33,68,67,48,38,34,48,67,72,57
1,0,68,4,2,63,58,49,74,59,59,73,61,73,72,56,62,60,63,70,69,59,69,67,70,62,59,57,66,65,61,64,67,69
0,1,68,4,3,39,44,52,69,55,66,51,52,68,65,66,66,71,64,80,66,67,75,58,47,77,68,59,62,60,69,64,66,66
0,0,68,4,3,44,70,66,58,65,62,42,35,49,64,69,73,65,67,62,74,76,72,76,68,52,13,64,58,65,69,42,16,14
0,0,68,3,3,54,54,40,62,50,78,48,41,38,71,92,90,85,63,85,69,63,59,45,62,31,22,59,57,50,71,21,24,21
1,0,68,2,3,52,58,34,68,67,66,62,65,59,69,77,70,76,64,83,61,54,66,40,59,36,42,65,71,62,68,44,49,38
1,0,68,3,3,67,57,54,72,61,65,69,71,68,68,57,55,71,65,83,72,63,70,58,68,64,65,61,72,67,70,61,67,62
1,0,68,3,3,47,66,68,65,58,65,44,40,69,71,60,67,70,66,39,69,64,83,70,67,67,56,66,67,60,70,47,52,37
0,0,68,3,3,65,65,36,68,40,72,62,43,59,71,70,68,68,64,78,54,49,56,60,62,50,39,66,65,44,61,25,45,47
0,1,68,3,3,68,44,59,68,41,62,56,48,64,67,68,69,64,66,63,74,74,83,73,64,81,62,53,54,46,62,61,65,64
0,1,68,3,3,70,40,49,63,30,67,48,30,54,65,78,76,73,58,75,30,64,74,59,39,66,63,57,50,42,53,66,67,68
0,0,68,4,3,58,61,57,64,65,73,66,46,56,68,82,86,74,69,77,78,74,76,75,56,88,55,69,56,63,74,46,58,54
0,1,68,3,2,44,52,64,62,47,51,48,35,58,60,63,64,64,64,64,65,73,71,70,49,71,67,39,50,42,64,69,66,64
0,1,68,2,2,23,25,74,50,24,28,26,24,33,48,45,40,30,55,30,39,73,67,91,25,67,67,22,32,39,54,69,68,60
0,0,68,3,3,70,61,45,65,52,72,68,41,64,70,74,74,69,64,68,72,67,49,57,68,45,20,64,64,62,64,30,26,35
0,0,68,3,3,45,69,64,55,60,63,62,61,43,67,69,72,58,60,50,72,68,63,80,65,62,13,65,56,66,55,47,25,21
0,1,68,3,3,61,32,52,61,42,69,49,44,54,65,85,83,79,66,74,60,77,80,56,40,64,65,59,52,40,57,66,62,63
1,0,68,4,2,49,69,67,60,56,63,60,55,36,66,77,81,69,64,67,68,63,66,66,57,67,24,68,59,61,61,34,29,21
1,0,68,3,2,49,38,58,66,42,59,45,35,62,65,64,63,60,65,71,67,63,82,72,57,71,67,43,59,41,60,66,66,64
0,0,68,3,3,65,64,37,63,41,65,40,39,39,65,93,94,93,60,92,67,66,70,30,58,31,16,64,64,53,40,19,25,23
0,1,68,3,2,64,30,57,64,36,54,46,25,42,65,66,64,62,69,62,65,82,76,70,30,75,68,26,40,31,66,66,69,65
1,0,68,4,3,68,66,50,66,63,72,61,39,60,66,80,82,67,62,66,71,85,51,72,66,44,20,62,62,48,65,21,26,27
1,0,68,2,2,59,33,53,67,24,59,38,30,65,65,69,65,71,69,71,35,71,77,58,27,70,70,43,57,35,68,69,68,67
1,0,68,3,2,59,46,58,69,38,59,46,39,61,66,68,71,69,65,67,67,67,76,69,58,71,68,54,57,52,64,63,67,66
0,1,68,3,3,65,37,59,54,29,67,48,29,56,64,84,91,80,64,70,62,78,78,71,48,80,64,63,59,36,59,61,64,64
0,0,68,3,3,67,60,49,61,48,69,59,63,60,66,86,87,80,62,67,64,67,69,60,55,58,26,67,72,65,69,44,42,30
1,0,68,3,2,58,45,68,71,36,64,56,36,68,66,59,64,66,72,68,59,69,72,72,59,65,69,59,69,44,71,70,66,62
0,1,68,2,2,65,35,52,64,35,62,71,65,50,68,68,69,63,65,64,62,61,70,67,59,68,66,55,53,60,53,67,66,71
1,0,68,2,2,51,43,40,66,43,54,42,41,62,60,73,68,69,69,76,62,70,80,61,46,82,67,44,50,46,68,70,72,65
0,1,68,3,2,40,24,66,63,32,39,36,46,62,60,58,52,56,59,55,58,75,62,71,26,72,66,38,46,41,61,66,67,68
0,1,68,3,3,64,47,56,65,26,64,32,29,54,63,76,85,62,66,57,65,51,92,79,58,68,59,63,32,44,60,60,65,62
1,0,68,3,2,57,44,48,68,66,58,43,43,66,67,61,53,60,66,65,57,56,82,63,50,73,64,51,63,43,68,67,67,63
1,0,68,4,2,38,24,60,67,35,38,51,56,61,56,64,65,60,66,65,41,81,71,77,25,80,65,21,58,57,50,69,72,70
0,1,68,3,2,26,19,67,52,24,33,40,31,49,50,55,62,46,62,42,58,76,70,90,27,70,64,28,38,32,52,61,67,65
1,0,68,5,3,51,63,57,73,30,62,68,66,71,65,65,68,56,52,85,70,60,76,53,72,63,62,68,70,39,60,52,54,48
0,0,68,4,2,48,75,60,56,66,66,52,41,33,65,75,74,66,63,75,74,68,64,59,64,29,25,66,53,70,58,14,23,21
0,1,68,3,2,40,26,70,56,28,47,33,35,48,52,69,68,60,63,61,48,83,66,64,20,68,69,24,28,47,64,70,65,71
1,0,68,2,3,42,54,64,74,54,70,67,68,70,73,51,54,54,58,51,74,63,77,75,64,59,63,52,56,65,55,59,66,63
1,0,68,2,2,31,44,67,63,36,58,42,30,70,60,49,58,58,58,40,37,70,75,81,32,75,67,33,55,37,63,63,67,67
0,1,68,2,2,48,26,67,56,17,57,51,36,49,59,62,70,61,65,63,35,80,73,75,28,63,70,50,48,33,61,66,65,65
0,0,68,3,3,59,65,55,61,63,67,63,44,49,66,83,82,75,67,82,72,90,85,75,62,81,37,66,66,67,63,32,29,24
1,0,68,3,3,67,58,48,69,56,66,58,61,62,68,65,68,72,67,76,50,66,83,68,58,82,57,62,70,46,71,64,66,68
1,0,68,3,3,66,53,56,71,49,63,60,47,66,69,67,64,60,65,68,68,59,73,71,61,71,66,63,68,56,62,65,66,65
1,0,68,3,3,62,51,56,66,42,63,62,56,63,64,67,66,73,64,71,61,78,88,77,65,75,67,59,63,51,65,65,66,65
1,0,68,3,3,58,66,48,65,56,68,71,73,60,68,72,72,80,66,74,78,74,63,57,67,51,23,60,67,58,61,45,23,27
1,0,68,3,2,61,19,64,66,32,62,45,26,63,65,68,51,64,53,63,44,75,65,74,39,72,71,35,45,58,60,70,74,72
0,1,68,3,2,58,35,59,60,37,59,55,50,55,58,75,79,71,68,79,35,66,86,71,50,71,67,37,45,51,68,64,66,68
0,1,68,3,3,70,54,44,64,40,63,67,68,62,65,72,76,66,64,68,74,69,85,71,60,60,63,58,64,51,64,66,66,66
0,0,68,3,3,62,56,64,60,60,71,71,44,47,71,90,88,81,62,84,72,92,65,66,66,57,58,62,54,52,49,36,21,29
